,user,red_wine,white_wine,sparkling_wine,rosé_wine,content
598,thomsonandscott,0,0,0,0,"“Upmarket brand Thomson &amp; Scott, meanwhile, recently scored a major retail win with the launch of its entire range - which includes Brut, Sparkling Rosé and Noughty Rouge wines – into @waitrose” 

Most exciting bit @TheGrocer celeb story was at the foot https://t.co/XH9KgFwwhn https://t.co/wy1uEHUvgw"
599,_gilbproducing,0,0,1,0,Snoop Dogg’s 19 crimes sparkling wine is really good.
600,thomsonandscott,0,0,0,0,"“Upmarket brand Thomson &amp; Scott, meanwhile, recently scored a major retail win with the launch of its entire range - which includes Brut, Sparkling Rosé and Noughty Rouge wines – into Waitrose.” 

Most exciting bit @TheGrocer celeb story was at the foot https://t.co/ucRqSgfPj5 https://t.co/Mq4q65yIUl"
601,TDMulligan,0,0,0,0,"October 22nd, 2022-  Harvest Season Sparkling Wines- https://t.co/FopvTn0Vc1 @TOTABCNews @Township7 @ckuaradio @Noble_Ridge"
602,Sk_Designer,0,0,1,0,Sparkling Wine Red – News Blog https://t.co/aDn3GYbSVc
603,KylieTWST,0,0,0,0,"As Kylie Minogue introduces her first alcohol-free sparkling rosé, she explains why so many of us are cutting back. #kylieminoguewines #kylieminogue #kylie 

➡️ https://t.co/tqsmbIsM33 https://t.co/ePzXUyoPpO"
604,GinRaiders,0,0,0,0,"Bubbles Without Booze: Kylie Minogue Adds Alcohol-Free Sparkling Rosé to Her Wine Portfolio
https://t.co/PgH7Pxd7Xw https://t.co/C1gRZjoh2p"
605,decapcali,0,0,1,0,@Ev0ra_ At least it wasn't a laptop lol saw a stream where a guy knocked over sparkling wine on a brand new laptop lol hope you get a new one though https://t.co/Gs4hQonVBj
606,BodegasElGrifo,0,0,0,0,"Bottling of our sparkling ancestral, a wine that will complete its fermentation directly in the bottle and will be our 𝗘𝘅𝗽𝗲𝗿𝗶𝗲𝗻𝗰𝗶𝗮 𝗩𝗲𝗻𝗱𝗶𝗺𝗶𝗮: 𝗠é𝘁𝗼𝗱𝗼 𝗔𝗻𝗰𝗲𝘀𝘁𝗿𝗮𝗹 𝟮𝟬𝟮𝟮.

--- 🍷 🍇 🍷 ---

📲 https://t.co/n6AYyQzvyg
📌 #Lanzarote _ 1775 https://t.co/pEpx0PPybj"
607,epicurious,0,0,1,0,"Bourbon, simple syrup, lemon juice, sparkling wine, and peach bitters? Yes please. https://t.co/OodOb7gvt8"
608,CocktailsByMzB,0,0,1,0,"The Negroni Sbagliato (roughly translated to mean “wrong/incorrect Negroni”) is said to have been born serendipitously.
Like a standard Negroni, the cocktail contains a base of Campari and vermouth but swaps gin for sparkling wine – though still garnished with an orange slice. https://t.co/9WQAWNgrtD"
609,lafefelaroux,0,0,0,0,"Wine Twitter, tell me what’s the really good stuff. I want to buy some expensive bottles that taste amazing. I like white and sparkling but I will try a red that’s not too bitter"
610,corneilastreet,1,1,0,0,"debut is apple sparkling cider
fearless is pina colada
speak now is grape juice 🍷 
red is bloody mary
1989 is tequila shots and white claws
reputation is straight whiskey and rum
lover is rosé
folklore is white wine
evermore is red wine
midnights is champagne"
611,sommelier_black,0,0,1,0,I'm excited about the upcoming Robertson sparkling wine extravaganza; Splash of Pink Bubbly Festival by @paulrenemcc on the 5th Nov. @Wilderer_SA @BarkerandQuin bring even more excitement to the event day. Get your ticket @webticketsSA today. #Soweto2Cape #BlackSommelier https://t.co/rV9QSqOyjM
612,polyphenologist,0,0,1,0,@OIV_int Crimean sparkling wine production is included to the statistics of Ukraine?
613,PStefan74,0,0,0,0,"Sutter Home Fre Sparkling Brut Non-Alcoholic Champagne Experience Bundle with Ice Packs, Corkscrew, Pop Socket, Seasonal Wine MI6TMAM

https://t.co/xYdyqI1NiO https://t.co/rWIlOpcdp6"
614,WSTA_Miles,0,0,0,0,"@AndrewBeckett All biz’ systems are set up to know if a wine is sparkling, still or fortified = *3 rates*

Under current plans there will be *21 rates* or payment points from 1 Aug 23 - a calculation which needs new info (what’s the ABV?)

And then *27 rates* from 1 Feb 2025

NOT simpler!

2/2"
615,BCWine,0,0,0,0,"A place where the views are as sparkling as the wine. 

Plan a Fall getaway to BC wine country.

Visit: https://t.co/X6AVMMs7Oo

#BCWine #SwirlBC #BCHarvest2022 https://t.co/QmufWEsuR7"
616,HendricksGin,0,0,3,0,"WITCHING HOUR

50ml HENDRICK'S GIN
15ml Chambord￼®
25ml Fresh Lemon Juice
25ml Lavender Syrup
Dry Sparkling Wine

Combine all ingredients together except sparkling wine and shake over ice. Double strain into a flute. Top with Dry sparkling wine and garnish with a blackberry."
617,FGtherapies,0,0,1,0,@desdelboy The first “gig” I ever went to…Alvin Stardust at a Saturday matinee performance.. bout 14 years old !! Got sprayed by a bottle of sparkling wine
618,ridingsomewhere,0,0,0,0,"@PirateQueenKate @peterkrupa It's rarely used on its own; it's a component in the blend. But Can Sumoi, the second property of the Raventos estate (which was created in fourteen-ninety-seven), makes a 100% Parellada wine that's lightly sparkling and clocks 9.5-10% abv, and is DELIGHTFUL."
619,ridingsomewhere,0,0,0,0,"@PirateQueenKate @peterkrupa Unbeknownst to me, the Parellada grape (one of three grapes used in traditional Cava, the chief Spanish sparkling wine) is very low in sugar; it struggles to hit 10% at full dryness."
620,MACcosmetics,0,0,1,0,Expensive taste ✨? Glow all out with the Indulgent Glow Face Kit: Sparkling Wine. #MACHoliday #MACBubblesAndBows https://t.co/4i9oUajvib
621,ilLambrusco,0,0,1,0,Not a Lambrusco but a sparkling wine made with Lambrusco grapes. https://t.co/RuBlfhSGGp
622,frostwindtxt,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as 'Death After Noon.' Delectable.
623,alawine,0,0,0,0,How Prosecco Became The World’s Most Popular Sparkling Wine: With A Name Change https://t.co/tYRe5WpOMn #wine https://t.co/IrySk9jGc8
624,Tesco,0,0,0,0,"We just can’t get this alcohol-free wine out of our head! 🎶 All the lovers of Sparkling Rosé, this is especially for you 🍾🌹 @kyliewines @kylieminogue https://t.co/k9rkEKOsm3"
625,majesticoxf,0,0,2,0,"It's the season of sparklers and fireworks, so why not celebrate with something equally special! ALL Sparkling wine and Champagne is at least 25% off until 7th November. Including this little gem. Nyetimber is one the top dogs when it comes to English Sparkling wine. We LOVE IT!! https://t.co/Y6GkwIC5bW"
626,whiltonmarina,1,0,1,0,"To celebrate nearly hitting 2000 followers on instagram and Halloween we are hosting a competition for not ONE but THREE lucky winners!
Simply:
👍 Like this post
💬 Comment
✔️ Share this post

For a chance to win a luxury red wine and sparkling wine gift set!
#canalboat https://t.co/4DpcKwuZj9"
627,miniismax,0,0,1,0,@daniellej416 @ItsPretty_Trell @YaGirlJiggy @TheChunky_Tee Yeah…for Pico and his sparkling wine 🤣
628,CHFManitoba,0,0,0,0,"This #ThankfulThursday we're sending bear hugs to #IceCrystalGala2022 sponsors @CanadianPacific (speaker sponsor), The North West Company (entertainment sponsor) + @LiquorMarts (reception sparkling wine)  🍭 Thank you for helping #GiveBetterFutures for sick and injured kids 🧁 https://t.co/x3pBgCpIWG"
629,0xdailywinxx,0,0,1,0,@Missypromotes Sparkling wine
630,geezbritty,0,0,1,0,@carlsssssssssjr Yeah you just have to use a sparkling wine or champagne like make a mimosa and add a shot of tequila iss good too 😂😅
631,RaventosiBlanc,0,0,1,0,"New vintage of Textures de Pedra 2018!!!🥂

A sparkling wine of 42 months of aging that is 100% the exploration of local #RedVarieties of #Penedés. 

#RedXarel·lo, #BastardNegre and #Sumol 🍇

We can describe this vintage 2018 as: concentrated, round wines with good acidity. 🍾 https://t.co/19dBZNiwcm"
632,EINPresswirePR,0,0,2,0,"Dry Creek Sparkling Wine Icon Amista Vineyards Launches Landmark Sparkling Wine Community, “Sparkling Discoveries” https://t.co/46RdFuo76e"
633,evewine101,0,0,1,0,Napa Valley’s Paula Kornell Releases New Vintage of Sparkling Wine for the Holidays https://t.co/eqJUosYItC via @PRWeb And we love their sparkling wine!
634,kaeyaquotes,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as Death After Noon. Delectable.
635,nxtxlie98,0,0,1,0,"Eavesdropping on this older lady on the train. “Listen, I could drink a bottle of that sparkling wine I got you by myself!” like okay Janice let’s get lit"
636,cono_sur,0,0,0,0,In #Sparkling Memory: A Toast to the #Queen’s #Bubbly https://t.co/Jt5xVkoTuM via @WineEnthusiast #sparklingwine #wine https://t.co/QTYbfgJcSj
637,AsherTINYDD,0,0,1,0,"@jeongsane Better than sparkling wine, yes"
638,dandawineman,0,0,1,0,"Check out my latest article: DAN'S WINE BLOG- THIS WEEK'S WINE REVIEW  - Bubbles/ Sparkling wine for Christmas.
https://t.co/Wtle1Ullxl via @LinkedIn https://t.co/dvlZJBZGbH"
639,majesticcdb,0,0,0,0,"Beat the Christmas rush and stock up now....
Champagne &amp; Sparkling 25% OFF!!

#champagne #prosecco #cremant #cava #Christmas @ Majestic Wine https://t.co/PgBveDETga"
640,_courtneydunlop,0,0,0,0,"ICYMI, I explain why the majority of face mists are not great for your skin on “The Wine &amp; Skincare Show"". Check it out: https://t.co/QPz7Flmgbn"
641,TriciaSiko,0,1,0,0,"#WooliesFaves Coconut Double cream yoghurt,Peach roll and the Cape lightly sparkling white wine ☺️ https://t.co/I9BEyoydAZ"
642,NorthNorfolkDig,0,0,0,0,"@LordAshcroft @gusbourne Great news, “English sparkling wine” still needs a seriously better brand name though!"
643,ocean9liquor1,0,0,2,0,"All Champagne is sparkling wine, but only some sparkling wine can be considered Champagne. While produced in various sweetness levels, most Champagne is dry with high acidity. 
https://t.co/w69f3kx3ye
#champagne #wine #champagnelover #winelover #champagnelife #love #vino https://t.co/DldgDYrRWg"
644,Rawbonio,0,0,1,0,"@NickyShakey @misslauralou @fesshole We're talking about a kidnnapping psycho. I'm not sure the sparkling wine for breakfast would be my major concern.
1. I've been kidnapped
2. That hanky did smell of chloroform!
3. Who are all these other men?
4. Who has Champagne for breakfast?

Yep, it's 4th on the list"
645,LordAshcroft,0,0,0,0,Update on @gusbourne announced to the Stock Exchange this morning… great news for English sparkling wine… https://t.co/orQcRshSql
646,kaeyaquote,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as Death After Noon.
647,DailyKaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion wine and the bitterness disappears completely. This concoction is known as 'Death after Noon.' Delectable.
648,SirHowardCoward,0,0,0,0,"My chalice on stream is always holding the @Welchs sparkling white grape juice. 

Loved it since I was a kid filling up my wine glass for New Years and swigging down the sparkling stuff."
649,FrancisHarrod1,0,0,0,0,"On the tray was a bottle of herb wine, different kinds of vodka, pickled mushrooms, rye cakes made with buttermilk, honey in the comb, still mead and sparkling mead, apples, nuts (raw and roasted), and nut-and-honey sweets."
650,hourlykaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as Death After Noon. Delectable.
651,m_viccctoria,0,0,0,0,Thinking of sushi and white wine/ sparkling wine🫠
652,BobbyAllyn,0,0,0,0,"When Google left Berlin, protesters “gathered in front of the substation, cheering and popping bottles of cheap sparkling East German wine named after Little Red Riding Hood - Rotkäppchen - as the canal glistened in the dark behind them”"
653,teamdb,0,0,0,1,".@kylieminogue has announced the launch of her first alcohol-free sparkling rosé wine through her brand, Kylie Minogue Wines.

https://t.co/B9STtucMrJ"
654,eatinbrixton,1,0,0,0,We also ordered an aperitif - Coffee Vodka and Lime Soda - and had glasses of Georgian red wine and sparkling water with the main course.
655,TrendsOclock,0,0,1,0,"Moët &amp; Chandon. 

Who might ask what is World Champagne Day? 

Global Champagne Day is celebrated every year on the fourth Friday in October and this year, it falls on October 28. The beverage is a sparkling wine that originated and is produced in the Champagne wine region of"
656,alcohol_review,0,0,0,1,"""Kylie Minogue has announced the launch of her first alcohol-free sparkling rosé wine through her brand Kylie Minogue Wines."" @kylieminogue 
https://t.co/YSEInsoSmK"
657,crimsonfruit,1,0,0,0,"ᅠ
ᅠ
    crystal clear goblets and bottles
    of sparkling red wine labeled
    ' blood '. a large cauldron set in
    the fireplace brought the scent
    of pumpkin forth ; with delicately
    decorated paper cups stacked
    neatly next to it. the ceiling had
ᅠ
ᅠ"
658,collier41nwu,0,0,1,0,"Tautila Espumoso Blanco Non-Alcoholic Sparkling Wine 750ml (2 Bottles) BZO5HWW

https://t.co/rCQ9PRB5uL"
659,Lelo_Mohapi,0,0,1,0,"Honestly, I just want sparkling wine to help me finish the work that's wqiting for me 😓"
660,wineworldnews,0,0,0,0,kylie-minogue-launches-alcohol-free-sparkling-rose-wine https://t.co/08NXw23IwC #sparklingwine #roséwine #rosé by @teamdb &amp; @kylieminogue https://t.co/D96PcGwiEu
661,kyliewines,0,0,0,0,"“This festive season I am absolutely thrilled to be launching Kylie Minogue Wine’s first zero percent alcohol, Sparkling Rosé.” -  @kylieminogue 

Now available at @kyliewines, @winedelivered and @tesco nationwide! 🥂🌸💗 https://t.co/jopLd7koU7"
662,Im_the_Oneh_,0,0,1,0,"@WOOLWORTHS_SA 1. Penne Pasta
2. Semi Sparkling Wine
3. Tin Roof

Can I also mention that the quality beats the price on especially on kids clothes #WKids @WOOLWORTHS_SA
#WooliesFaves #WRewards"
663,winsordobbin,0,0,0,0,Tomorrow is #GlobalChampagneDay What will you be drinking? #drinks #wine #sparkling #Champagne. https://t.co/tfsSDrb1Rh https://t.co/yRjnBXMmyE
664,ExperienceGford,0,0,0,0,"Tonight at 7pm at The Fallen Angel, Guildford! 
6 glasses of wine for £10!
An evening tasting with Greyfriars Vineyard.
Their new local partners have been producing award winning sparkling wines from grape to glass on the Hogs Back for the past 10 years. https://t.co/txI4yYKo87"
665,ClubOenologique,0,0,0,0,"With Pet Nat in fashion and with UK wine on the rise, a ‘Brit Nat’ explosion might have been inevitable.
https://t.co/3nEQNJU9wm"
666,Bedo76,0,0,1,0,"@sharrenkennedy Is that how it’s made?
Is sparkling wine just trapped farts?"
667,donnaraefish,0,0,1,0,@bollewrites i think a sparkling wine hows better with housework🍷🍷🍷
668,TUIUK,0,0,1,0,"@mitch_cambridge Hi Mitch, you can enjoy a range of soft drinks, juices, beer, wine and spirits as well as tea and coffee on us. Please note, this excludes Champagne and sparkling wine. You can find all the information in regards to Premium here - https://t.co/8QdZjYpset ^Kelsey"
669,weinplus_en,0,0,1,0,"Cheers to the crisis! World wine exports are falling, but according to the latest figures, sparkling wine is booming: it recorded 14% more exports. Its trade value also rose by almost 28%. #wineplus #wine #weinplus #wine #winelovers https://t.co/ZNW1XjZevx"
